CORES;Data Aplicacao;Estabelecimento Executante;Vacina;Qdade
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;4
I;dez/23;UAPS MARIA APARECIDA;DUPLA ADULTO;4
I;dez/23;UAPS MARIA APARECIDA;FEBRE AMARELA;11
I;dez/23;UAPS MARIA APARECIDA;HEPATITE A;2
I;dez/23;UAPS MARIA APARECIDA;HEPATITE B;5
I;dez/23;UAPS MARIA APARECIDA;INFLUENZA (GRIPE);18
I;dez/23;UAPS MARIA APARECIDA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS MARIA APARECIDA;MENINGOCOCO C;5
I;dez/23;UAPS MARIA APARECIDA;PENTAVALENTE;6
I;dez/23;UAPS MARIA APARECIDA;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS MARIA APARECIDA;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS MARIA APARECIDA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS MARIA APARECIDA;ROTAVIRUS;2
I;dez/23;UAPS MARIA APARECIDA;TETRA VIRAL;3
I;dez/23;UAPS MARIA APARECIDA;VARICELA (ATENUADA);3
I;dez/23;UAPS MARIA CIRINO SOUZA;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS MARIA CIRINO SOUZA;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;7
I;dez/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS MARIA CIRINO SOUZA;DUPLA ADULTO;4
I;dez/23;UAPS MARIA CIRINO SOUZA;HEPATITE B;8
I;dez/23;UAPS MARIA CIRINO SOUZA;INFLUENZA (GRIPE);4
I;dez/23;UAPS MARIA CIRINO SOUZA;MENINGOCOCO C;1
I;dez/23;UAPS MARIA CIRINO SOUZA;PENTAVALENTE;2
I;dez/23;UAPS MARIA CIRINO SOUZA;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS MARIA CIRINO SOUZA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS MARIA CIRINO SOUZA;ROTAVIRUS;2
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;6
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;43
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS PAULO DE MELO;DUPLA ADULTO;3
I;dez/23;UAPS PAULO DE MELO;INFLUENZA (GRIPE);40
I;dez/23;UAPS PAULO DE MELO;MENINGOCOCICA ACWY;4
I;dez/23;UAPS PAULO DE MELO;MENINGOCOCO C;1
I;dez/23;UAPS PAULO DE MELO;PENTAVALENTE;6
I;dez/23;UAPS PAULO DE MELO;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS PAULO DE MELO;QUADRIVALENTE CONTRA O HPV;4
I;dez/23;UAPS PAULO DE MELO;ROTAVIRUS;5
I;dez/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO (SABIN) VOP;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO INATIVADA VIP;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;7
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;16
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;DUPLA ADULTO;2
I;dez/23;UAPS REBOUCAS MACAMBIRA;HEPATITE A;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;HEPATITE B;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;INFLUENZA (GRIPE);19
I;dez/23;UAPS REBOUCAS MACAMBIRA;MENINGOCOCICA ACWY;7
I;dez/23;UAPS REBOUCAS MACAMBIRA;PENTAVALENTE;6
I;dez/23;UAPS REBOUCAS MACAMBIRA;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS REBOUCAS MACAMBIRA;QUADRIVALENTE CONTRA O HPV;2
I;dez/23;UAPS REBOUCAS MACAMBIRA;ROTAVIRUS;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;TETRA VIRAL;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;TRIPLICE VIRAL (VTV);9
I;dez/23;UAPS VIRGILIO TAVORA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS VIRGILIO TAVORA;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;18
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;8
I;dez/23;UAPS VIRGILIO TAVORA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS VIRGILIO TAVORA;DUPLA ADULTO;3
I;dez/23;UAPS VIRGILIO TAVORA;FEBRE AMARELA;16
I;dez/23;UAPS VIRGILIO TAVORA;HEPATITE A;1
I;dez/23;UAPS VIRGILIO TAVORA;HEPATITE B;2
I;dez/23;UAPS VIRGILIO TAVORA;INFLUENZA (GRIPE);18
I;dez/23;UAPS VIRGILIO TAVORA;MENINGOCOCICA ACWY;4
I;dez/23;UAPS VIRGILIO TAVORA;PENTAVALENTE;2
I;dez/23;UAPS VIRGILIO TAVORA;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS VIRGILIO TAVORA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS VIRGILIO TAVORA;ROTAVIRUS;3
I;dez/23;UAPS VIRGILIO TAVORA;TRIPLICE (DTP);3
I;dez/23;UAPS VIRGILIO TAVORA;VARICELA (ATENUADA);1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;7
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;DUPLA ADULTO;3
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;HEPATITE B;4
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;INFLUENZA (GRIPE);13
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;MENINGOCOCO C;1
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;PENTAVALENTE;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;ROTAVIRUS;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;TETRA VIRAL;2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;TRIPLICE (DTP);2
I;dez/23;UAPS ZENIRTON PEREIRA DA SILVA;TRIPLICE VIRAL (VTV);3
I;dez/23;UAPS 4 VARAS;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;dez/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;16
I;dez/23;UAPS 4 VARAS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;dez/23;UAPS 4 VARAS;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS 4 VARAS;DUPLA ADULTO;4
I;dez/23;UAPS 4 VARAS;HEPATITE B;2
I;dez/23;UAPS 4 VARAS;INFLUENZA (GRIPE);9
I;dez/23;UAPS 4 VARAS;PENTAVALENTE;1
I;dez/23;UAPS 4 VARAS;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS AIRTON MONTE;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;53
I;dez/23;UAPS AIRTON MONTE;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;4
I;dez/23;UAPS AIRTON MONTE;DUPLA ADULTO;15
I;dez/23;UAPS AIRTON MONTE;FEBRE AMARELA;24
I;dez/23;UAPS AIRTON MONTE;HEPATITE B;14
I;dez/23;UAPS AIRTON MONTE;INFLUENZA (GRIPE);20
I;dez/23;UAPS AIRTON MONTE;MENINGOCOCICA ACWY;3
I;dez/23;UAPS AIRTON MONTE;PENTAVALENTE;1
I;dez/23;UAPS AIRTON MONTE;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS CARLOS RIBEIRO;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS CARLOS RIBEIRO;ANTIPOLIO INATIVADA VIP;5
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;6
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;160
I;dez/23;UAPS CARLOS RIBEIRO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS CARLOS RIBEIRO;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS CARLOS RIBEIRO;DUPLA ADULTO;7
I;dez/23;UAPS CARLOS RIBEIRO;HEPATITE A;1
I;dez/23;UAPS CARLOS RIBEIRO;HEPATITE B;11
I;dez/23;UAPS CARLOS RIBEIRO;INFLUENZA (GRIPE);57
I;dez/23;UAPS CARLOS RIBEIRO;MENINGOCOCICA ACWY;5
I;dez/23;UAPS CARLOS RIBEIRO;PENTAVALENTE;6
I;dez/23;UAPS CARLOS RIBEIRO;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS CARLOS RIBEIRO;QUADRIVALENTE CONTRA O HPV;4
I;dez/23;UAPS CARLOS RIBEIRO;RAIVA EM CULTIVO CELULAR VERO;5
I;dez/23;UAPS CARLOS RIBEIRO;ROTAVIRUS;2
I;dez/23;UAPS CARLOS RIBEIRO;TRIPLICE VIRAL (VTV);1
I;dez/23;UAPS CASEMIRO FILHO;ANTIPOLIO (SABIN) VOP;3
I;dez/23;UAPS CASEMIRO FILHO;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-INATIVADA, SINOVAC/BUTANTAN (CORONAVAC);3
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;5
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;39
I;dez/23;UAPS CASEMIRO FILHO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;dez/23;UAPS CASEMIRO FILHO;DTPA ACELULAR - ADULTO;1
I;dez/23;UAPS CASEMIRO FILHO;DUPLA ADULTO;3
I;dez/23;UAPS CASEMIRO FILHO;FEBRE AMARELA;6
I;dez/23;UAPS CASEMIRO FILHO;HEPATITE A;2
I;dez/23;UAPS CASEMIRO FILHO;HEPATITE B;6
I;dez/23;UAPS CASEMIRO FILHO;INFLUENZA (GRIPE);16
I;dez/23;UAPS CASEMIRO FILHO;MENINGOCOCICA ACWY;3
I;dez/23;UAPS CASEMIRO FILHO;PENTAVALENTE;5
I;dez/23;UAPS CASEMIRO FILHO;PNEUMOCOCICA 10-VALENTE;2
I;dez/23;UAPS CASEMIRO FILHO;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS CASEMIRO FILHO;RAIVA EM CULTIVO CELULAR VERO;3
I;dez/23;UAPS CASEMIRO FILHO;ROTAVIRUS;1
I;dez/23;UAPS CASEMIRO FILHO;TRIPLICE (DTP);1
I;dez/23;UAPS CASEMIRO FILHO;TRIPLICE VIRAL (VTV);3
I;dez/23;UAPS CASEMIRO FILHO;VARICELA (ATENUADA);4
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ANTIPOLIO INATIVADA VIP;4
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;BCG;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;50
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;DUPLA ADULTO;8
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;HEPATITE B;19
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;INFLUENZA (GRIPE);25
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;MENINGOCOCICA ACWY;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PENTAVALENTE;4
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;QUADRIVALENTE CONTRA O HPV;3
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;ROTAVIRUS;3
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE (DTP);1
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;TRIPLICE VIRAL (VTV);2
I;dez/23;UAPS DR JOSE IRAGUASSU TEIXEIRA;VARICELA (ATENUADA);1
I;dez/23;UAPS FERNANDO FACANHA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS FERNANDO FACANHA;ANTIPOLIO INATIVADA VIP;4
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;7
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;39
I;dez/23;UAPS FERNANDO FACANHA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS FERNANDO FACANHA;DTPA ACELULAR - ADULTO;2
I;dez/23;UAPS FERNANDO FACANHA;DUPLA ADULTO;9
I;dez/23;UAPS FERNANDO FACANHA;HEPATITE A;1
I;dez/23;UAPS FERNANDO FACANHA;HEPATITE B;12
I;dez/23;UAPS FERNANDO FACANHA;INFLUENZA (GRIPE);12
I;dez/23;UAPS FERNANDO FACANHA;MENINGOCOCO C;5
I;dez/23;UAPS FERNANDO FACANHA;PENTAVALENTE;4
I;dez/23;UAPS FERNANDO FACANHA;PNEUMOCOCICA 10-VALENTE;5
I;dez/23;UAPS FERNANDO FACANHA;ROTAVIRUS;3
I;dez/23;UAPS FERNANDO FACANHA;TETRA VIRAL;1
I;dez/23;UAPS FERNANDO FACANHA;TRIPLICE (DTP);1
I;dez/23;UAPS FERNANDO FACANHA;VARICELA (ATENUADA);1
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;68
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;4
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;DTPA ACELULAR - ADULTO;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;DUPLA ADULTO;4
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE A;1
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;HEPATITE B;3
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;INFLUENZA (GRIPE);12
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;MENINGOCOCICA ACWY;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;PENTAVALENTE;4
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;PNEUMOCOCICA 10-VALENTE;2
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;QUADRIVALENTE CONTRA O HPV;4
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;ROTAVIRUS;1
I;dez/23;UAPS FRANCISCO DOMINGOS DA SILVA;TETRA VIRAL;2
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;4
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;42
I;dez/23;UAPS GUIOMAR ARRUDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;5
I;dez/23;UAPS GUIOMAR ARRUDA;DUPLA ADULTO;5
I;dez/23;UAPS GUIOMAR ARRUDA;HEPATITE B;4
I;dez/23;UAPS GUIOMAR ARRUDA;INFLUENZA (GRIPE);23
I;dez/23;UAPS GUIOMAR ARRUDA;MENINGOCOCICA ACWY;1
I;dez/23;UAPS GUIOMAR ARRUDA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS GUIOMAR ARRUDA;TRIPLICE VIRAL (VTV);2
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;1
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;43
I;dez/23;UAPS JOAO MEDEIROS;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;4
I;dez/23;UAPS JOAO MEDEIROS;DUPLA ADULTO;2
I;dez/23;UAPS JOAO MEDEIROS;HEPATITE B;5
I;dez/23;UAPS JOAO MEDEIROS;INFLUENZA (GRIPE);6
I;dez/23;UAPS JOAO MEDEIROS;MENINGOCOCICA ACWY;4
I;dez/23;UAPS JOAO MEDEIROS;MENINGOCOCO C;1
I;dez/23;UAPS JOAO MEDEIROS;PENTAVALENTE;2
I;dez/23;UAPS JOAO MEDEIROS;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS JOAO MEDEIROS;QUADRIVALENTE CONTRA O HPV;2
I;dez/23;UAPS JOAO MEDEIROS;TRIPLICE VIRAL (VTV);2
I;dez/23;UAPS LINEU JUCA;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;29
I;dez/23;UAPS LINEU JUCA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;2
I;dez/23;UAPS LINEU JUCA;DUPLA ADULTO;3
I;dez/23;UAPS LINEU JUCA;HEPATITE B;6
I;dez/23;UAPS LINEU JUCA;INFLUENZA (GRIPE);7
I;dez/23;UAPS LINEU JUCA;MENINGOCOCICA ACWY;3
I;dez/23;UAPS LINEU JUCA;QUADRIVALENTE CONTRA O HPV;1
I;dez/23;UAPS MARIA APARECIDA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS MARIA APARECIDA;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;2
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;4
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;39
I;dez/23;UAPS MARIA APARECIDA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;3
I;dez/23;UAPS MARIA APARECIDA;DTPA ACELULAR - ADULTO;3
I;dez/23;UAPS MARIA APARECIDA;DUPLA ADULTO;2
I;dez/23;UAPS MARIA APARECIDA;HEPATITE A;3
I;dez/23;UAPS MARIA APARECIDA;HEPATITE B;2
I;dez/23;UAPS MARIA APARECIDA;INFLUENZA (GRIPE);18
I;dez/23;UAPS MARIA APARECIDA;MENINGOCOCICA ACWY;6
I;dez/23;UAPS MARIA APARECIDA;MENINGOCOCO C;1
I;dez/23;UAPS MARIA APARECIDA;PENTAVALENTE;7
I;dez/23;UAPS MARIA APARECIDA;QUADRIVALENTE CONTRA O HPV;8
I;dez/23;UAPS MARIA APARECIDA;RAIVA EM CULTIVO CELULAR VERO;1
I;dez/23;UAPS MARIA APARECIDA;TETRA VIRAL;1
I;dez/23;UAPS MARIA APARECIDA;TRIPLICE VIRAL (VTV);1
I;dez/23;UAPS MARIA CIRINO SOUZA;ANTIPOLIO INATIVADA VIP;1
I;dez/23;UAPS MARIA CIRINO SOUZA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;22
I;dez/23;UAPS MARIA CIRINO SOUZA;DUPLA ADULTO;3
I;dez/23;UAPS MARIA CIRINO SOUZA;HEPATITE B;5
I;dez/23;UAPS MARIA CIRINO SOUZA;INFLUENZA (GRIPE);6
I;dez/23;UAPS MARIA CIRINO SOUZA;PENTAVALENTE;1
I;dez/23;UAPS MARIA CIRINO SOUZA;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS MARIA CIRINO SOUZA;ROTAVIRUS;1
I;dez/23;UAPS PAULO DE MELO;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;3
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;84
I;dez/23;UAPS PAULO DE MELO;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;1
I;dez/23;UAPS PAULO DE MELO;DTPA ACELULAR - ADULTO;2
I;dez/23;UAPS PAULO DE MELO;DUPLA ADULTO;8
I;dez/23;UAPS PAULO DE MELO;FEBRE AMARELA;9
I;dez/23;UAPS PAULO DE MELO;HEPATITE B;1
I;dez/23;UAPS PAULO DE MELO;INFLUENZA (GRIPE);35
I;dez/23;UAPS PAULO DE MELO;MENINGOCOCICA ACWY;3
I;dez/23;UAPS PAULO DE MELO;MENINGOCOCO C;1
I;dez/23;UAPS PAULO DE MELO;PENTAVALENTE;2
I;dez/23;UAPS PAULO DE MELO;PNEUMOCOCICA 10-VALENTE;3
I;dez/23;UAPS PAULO DE MELO;ROTAVIRUS;1
I;dez/23;UAPS PAULO DE MELO;TETRA VIRAL;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO (SABIN) VOP;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;ANTIPOLIO INATIVADA VIP;2
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;47
I;dez/23;UAPS REBOUCAS MACAMBIRA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;6
I;dez/23;UAPS REBOUCAS MACAMBIRA;DUPLA ADULTO;8
I;dez/23;UAPS REBOUCAS MACAMBIRA;FEBRE AMARELA;33
I;dez/23;UAPS REBOUCAS MACAMBIRA;HEPATITE B;12
I;dez/23;UAPS REBOUCAS MACAMBIRA;INFLUENZA (GRIPE);32
I;dez/23;UAPS REBOUCAS MACAMBIRA;MENINGOCOCICA ACWY;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;PENTAVALENTE;3
I;dez/23;UAPS REBOUCAS MACAMBIRA;PNEUMOCOCICA 10-VALENTE;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;QUADRIVALENTE CONTRA O HPV;4
I;dez/23;UAPS REBOUCAS MACAMBIRA;ROTAVIRUS;1
I;dez/23;UAPS REBOUCAS MACAMBIRA;TRIPLICE VIRAL (VTV);7
I;dez/23;UAPS REBOUCAS MACAMBIRA;VARICELA (ATENUADA);1
I;dez/23;UAPS VIRGILIO TAVORA;ANTIPOLIO (SABIN) VOP;2
I;dez/23;UAPS VIRGILIO TAVORA;ANTIPOLIO INATIVADA VIP;4
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) ADULTO;1
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BABY;3
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) BIVALENTE;55
I;dez/23;UAPS VIRGILIO TAVORA;COVID-19-RNAM, PFIZER (COMIRNATY) PEDI�TRICA;8
I;dez/23;UAPS VIRGILIO TAVORA;DUPLA ADULTO;5
I;dez/23;UAPS VIRGILIO TAVORA;HEPATITE A;1
I;dez/23;UAPS VIRGILIO TAVORA;HEPATITE B;5
I;dez/23;UAPS VIRGILIO TAVORA;INFLUENZA (GRIPE);26
I;dez/23;UAPS VIRGILIO TAVORA;MENINGOCOCICA ACWY;4
I;dez/23;UAPS VIRGILIO TAVORA;PENTAVALENTE;4
I;dez/23;UAPS VIRGILIO TAVORA;PNEUMOCOCICA 10-VALENTE;4
